https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011293.pub3/full| Allergy & intolerance | Sublingual immunotherapy for asthma | Rebecca Fortescue, Kayleigh M Kew, Marco Shiu Tsun Leung | 14 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013663/full | Pregnancy & childbirth | Mechanical and surgical interventions for treating primary postpartum haemorrhage | Frances J Kellie, Julius N Wandabwa, Hatem A Mousa, Andrew D Weeks | 1 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007462.pub5/full | Pregnancy & childbirth | Skin preparation for preventing infection following caesarean section | Diah R Hadiati, Mohammad Hakimi, Detty S Nurdiati, Yuko Masuzawa, Katharina da Silva Lopes, Erika Ota | 25 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012970.pub2/full | Pregnancy & childbirth | Probiotic treatment for women with gestational diabetes to improve maternal and infant health and well‐being | Karaponi AM Okesene-Gafa, Abigail E Moore, Vanessa Jordan, Lesley McCowan, Caroline A Crowther | 24 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009336.pub3/full | Pregnancy & childbirth | Advance misoprostol distribution to pregnant women for preventing and treating postpartum haemorrhage | Olufemi T Oladapo, Jennifer Blum, Edgardo Abalos, Babasola O Okusanya | 23 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013013.pub2/full | Pregnancy & childbirth | Anaesthesia/analgesia for manual removal of retained placenta | Kiattisak Kongwattanakul, Nonthida Rojanapithayakorn, Malinee Laopaiboon, Pisake Lumbiganon | 12 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012394.pub3/full | Pregnancy & childbirth | Interventions to prevent women from developing gestational diabetes mellitus: an overview of Cochrane Reviews | Rebecca J Griffith, Jane Alsweiler, Abigail E Moore, Stephen Brown, Philippa Middleton, Emily Shepherd, Caroline A Crowther | 11 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013633/full | Pregnancy & childbirth | Strategies for optimising antenatal corticosteroid administration for women with anticipated preterm birth | Anke C Rohwer, Olufemi T Oladapo, G Justus Hofmeyr | 26 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011505.pub2/full | Pregnancy & childbirth | Oral galactagogues (natural therapies or drugs) for increasing breast milk production in mothers of non‐hospitalised term infants | Siew Cheng Foong, May Loong Tan, Wai Cheng Foong, Lisa A Marasco, Jacqueline J Ho, Joo Howe Ong | 18 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012829.pub2/full | Public health | Interventions to increase patient and family involvement in escalation of care for acute life‐threatening illness in community health and hospital settings | Nicola J Mackintosh, Rachel E Davis, Abigail Easter, Hannah Rayment-Jones, Nick Sevdalis, Sophie Wilson, Mary Adams, Jane Sandall | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013398.pub2/full | Public health | House modifications for preventing malaria | Joanna Furnival-Adams, Evelyn A Olanga, Mark Napier, Paul Garner | 15 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013717/full | Public health | Travel‐related control measures to contain the COVID‐19 pandemic: a rapid review | Jacob Burns, Ani Movsisyan, Jan M Stratil, Michaela Coenen, Karl MF Emmert-Fees, Karin Geffert, Sabine Hoffmann, Olaf Horstick, Michael Laxy, Lisa M Pfadenhauer, Peter Philipsborn, Kerstin Sell, Stephan Voss, Eva Rehfuess | 16 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013718/full | Public health | Universal screening for SARS‐CoV‐2 infection: a rapid review | Meera Viswanathan, Leila Kahwati, Beate Jahn, Kayla Giger, Andreea Iulia Dobrescu, Christine Hill, Irma Klerings, Jana Meixner, Emma Persad, Birgit Teufer, Gerald Gartlehner | 15 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012415.pub2/full | Public health | Taxation of the fat content of foods for reducing their consumption and preventing obesity or other adverse health outcomes | Stefan K Lhachimi, Frank Pega, Thomas L Heise, Candida Fenton, Gerald Gartlehner, Ursula Griebler, Isolde Sommer, Manuela Bombana, Srinivasa Vittal Katikireddi | 11 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009438.pub2/full | Public health | Mobility management to prevent, reduce, or delay driving a car in teenagers | Aimee Ward, Sharon R Lewis, Harold Weiss | 15 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011504.pub3/full | Public health | Community‐level interventions for improving access to food in low‐ and middle‐income countries | Solange Durao, Marianne E Visser, Vundli Ramokolo, Julicristie M Oliveira, Bey-Marrié Schmidt, Yusentha Balakrishna, Amanda Brand, Elizabeth Kristjansson, Anel Schoonees | 5 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011302.pub2/full | Public health | Wheat flour fortification with iron for reducing anaemia and improving iron status in populations | Martha S Field, Prasanna Mithra, Diana Estevez, Juan Pablo Peña-Rosas | 17 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012554.pub2/full | Public health | Interventions outside the workplace for reducing sedentary behaviour in adults under 60 years of age | Elaine M Murtagh, Marie H Murphy, Karen Milton, Nia W Roberts, Clodagh SM O'Gorman, Charles Foster | 17 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013632/full | Public health | Video calls for reducing social isolation and loneliness in older people: a rapid review | Chris Noone, Jenny McSharry, Mike Smalle, Annette Burns, Kerry Dwan, Declan Devane, Eimear C Morrissey | 22 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012333.pub2/full | Public health | Taxation of unprocessed sugar or sugar‐added foods for reducing their consumption and preventing obesity or other adverse health outcomes | Manuela Pfinder, Thomas L Heise, Michele Hilton Boon, Frank Pega, Candida Fenton, Ursula Griebler, Gerald Gartlehner, Isolde Sommer, Srinivasa Vittal Katikireddi, Stefan K Lhachimi | 9 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013376.pub2/full | Public health | Agricultural and nutritional education interventions for reducing aflatoxin exposure to improve infant and child growth in low‐ and middle‐income countries | Marianne E Visser, Anel Schoonees, Chibundu N Ezekiel, Nicola P Randall, Celeste E Naude | 9 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013543/full | Public health | Means restriction for the prevention of suicide by jumping | Chukwudi Okolie, Suzanne Wood, Keith Hawton, Udai Kandalama, Alexander C Glendenning, Michael Dennis, Sian F Price, Keith Lloyd, Ann John | 25 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011779.pub3/full | Public health | Strategies to improve the implementation of healthy eating, physical activity and obesity prevention policies, practices or programmes within childcare services | Luke Wolfenden, Courtney Barnes, Jannah Jones, Meghan Finch, Rebecca J Wyse, Melanie Kingsland, Flora Tzelepis, Alice Grady, Rebecca K Hodder, Debbie Booth, Sze Lin Yoong | 10 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011400.pub2/full | Public health | Food fortification with multiple micronutrients: impact on health outcomes in general population | Jai K Das, Rehana A Salam, Salman Bin Mahmood, Anoosh Moin, Rohail Kumar, Kashif Mukhtar, Zohra S Lassi, Zulfiqar A Bhutta | 18 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012475.pub2/full | Public health | Interventions for preventing falls in people with multiple sclerosis | Sara Hayes, Rose Galvin, Catriona Kennedy, Marcia Finlayson, Christopher McGuigan, Cathal D Walsh, Susan Coote | 28 November 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012487.pub2/full | Public health | Workplace interventions for increasing standing or walking for decreasing musculoskeletal symptoms in sedentary workers | Sharon P Parry, Pieter Coenen, Nipun Shrestha, Peter B O'Sullivan, Christopher G Maher, Leon M Straker | 19 November 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009902.pub2/full | Public health | Fortification of rice with vitamins and minerals for addressing micronutrient malnutrition | Juan Pablo Peña‐Rosas, Prasanna Mithra, Bhaskaran Unnikrishnan, Nithin Kumar, Luz Maria De‐Regil, N Sreekumaran Nair, Maria N Garcia‐Casal, Juan Antonio Solon | 25 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012573.pub3/full | Public health | Altering the availability or proximity of food, alcohol, and tobacco products to change their selection and consumption | Gareth J Hollands, Patrice Carter, Sumayya Anwer, Sarah E King, Susan A Jebb, David Ogilvie, Ian Shemilt, Julian P T Higgins, Theresa M Marteau | 4 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001871.pub4/full | Public health | Interventions for preventing obesity in children | Tamara Brown, Theresa HM Moore, Lee Hooper, Yang Gao, Amir Zayegh, Sharea Ijaz, Martha Elwenspoek, Sophie C Foxen, Lucia Magee, Claire O'Malley, Elizabeth Waters, Carolyn D Summerbell | 23 July 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012150.pub2/full | Public health | Fortification of wheat and maize flour with folic acid for population health outcomes | Elizabeth Centeno Tablante, Helena Pachón, Heather M Guetterman, Julia L Finkelstein | 1 July 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011695.pub2/full | Public health | Nutritional interventions for preventing stunting in children (birth to 59 months) living in urban slums in low‐ and middle‐income countries (LMIC) | Sophie M Goudet, Barry A Bogin, Nyovani J Madise, Paula L Griffiths | 17 June 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012292.pub2/full | Public health | Environmental interventions to reduce the consumption of sugar‐sweetened beverages and their effects on health | Peter von Philipsborn, Jan M Stratil, Jacob Burns, Laura K Busert, Lisa M Pfadenhauer, Stephanie Polus, Christina Holzapfel, Hans Hauner, Eva Rehfuess | 12 June 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010919.pub2/full | Public health | Interventions to reduce ambient particulate matter air pollution and their effect on health | Jacob Burns, Hanna Boogaard, Stephanie Polus, Lisa M Pfadenhauer, Anke C Rohwer, Annemoon M van Erp, Ruth Turley, Eva Rehfuess | 20 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010068.pub2/full | Public health | Fortification of staple foods with vitamin A for vitamin A deficiency | Aditi S Hombali, Juan Antonio Solon, Bhumika T Venkatesh, N Sreekumaran Nair, Juan Pablo Peña‐Rosas | 10 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008994.pub3/full | Reproductive & sexual health | Progestogens or progestogen‐releasing intrauterine systems for uterine fibroids (other than preoperative medical therapy) | Ussanee S Sangkomkamhang, Pisake Lumbiganon, Porjai Pattanittum | 23 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006359.pub3/full | Reproductive & sexual health | Endometrial preparation for women undergoing embryo transfer with frozen embryos or embryos derived from donor oocytes | Demián Glujovsky, Romina Pesce, Carlos Sueldo, Andrea Marta Quinteiro Retamar, Roger J Hart, Agustín Ciapponi | 28 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002125.pub4/full | Reproductive & sexual health | Surgical treatment for tubal disease in women due to undergo in vitro fertilisation | Pedro Melo, Ektoras X Georgiou, Neil Johnson, Sabine F. Voorst, Annika Strandell, Ben Willem J Mol, Christian Becker, Ingrid E Granne | 22 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003718.pub5/full | Reproductive & sexual health | Tubal flushing for subfertility | Rui Wang, Andrew Watson, Neil Johnson, Karen Cheung, Cheryl Fitzgerald, Ben Willem J Mol, Lamiya Mohiyiddeen | 15 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008294.pub5/full | Reproductive & sexual health | Pine bark (<i>Pinus</i> spp.) extract for treating chronic disorders | Nina U Robertson, Anel Schoonees, Amanda Brand, Janicke Visser | 29 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005291.pub3/full | Reproductive & sexual health | Preimplantation genetic testing for aneuploidies (abnormal number of chromosomes) in in vitro fertilisation | Simone Cornelisse, Miriam Zagers, Elena Kostova, Kathrin Fleischer, Madelon Wely, Sebastiaan Mastenbroek | 8 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007421.pub4/full | Reproductive & sexual health | Hyaluronic acid in embryo transfer media for assisted reproductive technologies | Devorah Heymann, Liat Vidal, Yuval Or, Zeev Shoham | 2 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007807.pub4/full | Reproductive & sexual health | Antioxidants for female subfertility | Marian G Showell, Rebecca Mackenzie-Proctor, Vanessa Jordan, Roger J Hart | 27 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002845.pub3/full | Reproductive & sexual health | Oral versus intra‐vaginal imidazole and triazole anti‐fungal treatment of uncomplicated vulvovaginal candidiasis (thrush) | Hayley J Denison, Julia Worswick, Christine M Bond, Jeremy M Grimshaw, Alain Mayhew, Shakila Gnani Ramadoss, Clare Robertson, Mary Ellen Schaafsma, Margaret C Watson | 24 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003416.pub5/full | Reproductive & sexual health | Number of embryos for transfer following in vitro fertilisation or intra‐cytoplasmic sperm injection | Mohan S Kamath, Mariano Mascarenhas, Richard Kirubakaran, Siladitya Bhattacharya | 21 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010285.pub3/full | Reproductive & sexual health | Antibiotic therapy for pelvic inflammatory disease | Ricardo F Savaris, Daniele G Fuhrich, Jackson Maissiat, Rui V Duarte, Jonathan Ross | 20 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013063.pub2/full | Reproductive & sexual health | Endometrial injection of embryo culture supernatant for subfertile women in assisted reproduction | Charalampos S Siristatidis, Eleni Sertedaki, Vasilios Karageorgiou, Dennis Vaidakis | 14 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001298.pub5/full | Reproductive & sexual health | Fluid and pharmacological agents for adhesion prevention after gynaecological surgery | Gaity Ahmad, Matthew Thompson, Kyungmin Kim, Priya Agarwal, Fiona L Mackie, Sofia Dias, Mostafa Metwally, Andrew Watson | 19 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013497.pub2/full | Reproductive & sexual health | GM‐CSF (granulocyte macrophage colony‐stimulating factor) supplementation in culture media for women undergoing assisted reproduction | Sarah Armstrong, Jeanette MacKenzie, Bryan Woodward, Allan Pacey, Cindy Farquhar | 16 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013680/full | Reproductive & sexual health | Targeted client communication via mobile devices for improving sexual and reproductive health | Melissa J Palmer, Nicholas Henschke, Gemma Villanueva, Nicola Maayan, Hanna Bergman, Claire Glenton, Simon Lewin, Marita S Fønhus, Tigest Tamrat, Garrett L Mehl, Caroline Free | 14 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009829.pub2/full | Reproductive & sexual health | Cognitive‐behavioural therapy (CBT) interventions for young people aged 10 to 18 with harmful sexual behaviour | Helga Sneddon, Dina Gojkovic Grimshaw, Nuala Livingstone, Geraldine Macdonald | 23 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011189.pub2/full | Reproductive & sexual health | Interventions for sexual dysfunction following stroke | Hezekiah Stratton, Joshua Sansom, Anita Brown-Major, Paul Anderson, Louisa Ng | 1 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000475.pub4/full | Reproductive & sexual health | Barrier agents for adhesion prevention after gynaecological surgery | Gaity Ahmad, Kyungmin Kim, Matthew Thompson, Priya Agarwal, Helena O'Flynn, Akshay Hindocha, Andrew Watson | 22 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013181.pub2/full | Reproductive & sexual health | Self‐administered versus provider‐administered medical abortion | Katherine Gambir, Caron Kim, Kelly Ann Necastro, Bela Ganatra, Thoai D Ngo | 9 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001838.pub6/full | Reproductive & sexual health | Intra‐uterine insemination for unexplained subfertility | Reuben Olugbenga Ayeleke, Joyce Danielle Asseler, Ben J Cohlen, Susanne M Veltman‐Verhulst | 3 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010167.pub3/full | Reproductive & sexual health | Regular (ICSI) versus ultra‐high magnification (IMSI) sperm selection for assisted reproduction | Danielle M Teixeira, Andre H Miyague, Mariana AP Barbosa, Paula A Navarro, Nick Raine‐Fenning, Carolina O Nastri, Wellington P Martins | 21 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001122.pub5/full | Reproductive & sexual health | Laparoscopic ovarian drilling for ovulation induction in women with anovulatory polycystic ovary syndrome | Esmée M Bordewijk, Ka Ying Bonnie Ng, Lidija Rakic, Ben Willem J Mol, Julie Brown, Tineke J Crawford, Madelon van Wely | 11 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011708.pub2/full | Reproductive & sexual health | Rapid point of care test for detecting urogenital <i>Chlamydia trachomatis</i> infection in nonpregnant women and men at reproductive age | Carlos F. Grillo‐Ardila, Marcela Torres, Hernando G Gaitán | 29 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003857.pub4/full | Reproductive & sexual health | Surgical treatment of fibroids for subfertility | Mostafa Metwally, Grace Raybould, Ying C Cheong, Andrew W Horne | 29 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013226.pub2/full | Reproductive & sexual health | Granulocyte‐colony stimulating factor administration for subfertile women undergoing assisted reproduction | Mohan S Kamath, Richard Kirubakaran, Sesh Kamal Sunkara | 17 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012874.pub2/full | Rheumatology | Tourniquet use for knee replacement surgery | Imran Ahmed, Amit Chawla, Martin Underwood, Andrew J Price, Andrew Metcalfe, Charles Hutchinson, Jane Warwick, Kate Seers, Helen Parsons, Peter DH Wall | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008333.pub2/full | Rheumatology | Anti‐cytokine targeted therapies for ANCA‐associated vasculitis | Malgorzata M Bala, Teresa J Malecka-Massalska, Magdalena Koperny, Joanna F Zajac, Jarosław D Jarczewski, Wojciech Szczeklik | 29 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009169.pub3/full | Rheumatology | Therapeutic ultrasound for chronic low back pain | Safoora Ebadi, Nicholas Henschke, Bijan Forogh, Noureddin Nakhostin Ansari, Maurits W Tulder, Arash Babaei-Ghazani, Ehsan Fallah | 5 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012879.pub2/full | Rheumatology | Shoulder replacement surgery for osteoarthritis and rotator cuff tear arthropathy | Richard S Craig, Henry Goodier, Jasvinder A Singh, Sally Hopewell, Jonathan L Rees | 21 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008962.pub2/full | Rheumatology | Shock wave therapy for rotator cuff disease with or without calcification | Stephen J Surace, Jessica Deitch, Renea V Johnston, Rachelle Buchbinder | 4 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011927.pub2/full | Rheumatology | Transcutaneous electrical nerve stimulation (TENS) for chronic neck pain | Ana Luiza C Martimbianco, Gustavo JM Porfírio, Rafael L Pacheco, Maria Regina Torloni, Rachel Riera | 12 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013502/full | Rheumatology | Surgery for rotator cuff tears | Teemu V Karjalainen, Nitin B Jain, Juuso Heikkinen, Renea V Johnston, Cristina M Page, Rachelle Buchbinder | 9 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011284.pub2/full | Rheumatology | Individual recovery expectations and prognosis of outcomes in non‐specific low back pain: prognostic factor review | Jill A Hayden, Maria N Wilson, Richard D Riley, Ross Iles, Tamar Pincus, Rachel Ogilvie | 25 November 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005015.pub4/full | Rheumatology | Interventions for preventing bone disease in kidney transplant recipients | Suetonia C Palmer, Edmund YM Chung, David O McGregor, Friederike Bachmann, Giovanni FM Strippoli | 22 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011321.pub2/full | Rheumatology | Exercise programmes for ankylosing spondylitis | Jean‐Philippe Regnaux, Thomas Davergne, Clémence Palazzo, Alexandra Roren, François Rannou, Isabelle Boutron, Marie‐Martine Lefevre‐Colau | 2 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004849.pub2/full | Rheumatology | Tai Chi for rheumatoid arthritis | Amy S Mudano, Peter Tugwell, George A Wells, Jasvinder A Singh | 25 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013419/full | Rheumatology | Flexibility exercise training for adults with fibromyalgia | Soo Y Kim, Angela J Busch, Tom J Overend, Candice L Schachter, Ina van der Spuy, Catherine Boden, Suelen M Góes, Heather JA Foulds, Julia Bidonde | 2 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012128.pub2/full | Rheumatology | Surgical interventions for symptomatic mild to moderate knee osteoarthritis | Jonathan S Palmer, A Paul Monk, Sally Hopewell, Lee E Bayliss, William Jackson, David J Beard, Andrew J Price | 19 July 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008618.pub3/full | Rheumatology | Exercise for improving outcomes after osteoporotic vertebral fracture | Jenna C Gibbs, Norma J MacIntyre, Matteo Ponzano, Jeffrey Alan Templeton, Lehana Thabane, Alexandra Papaioannou, Lora M Giangregorio | 5 July 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005522.pub3/full | Rheumatology | Tramadol for osteoarthritis | Karine Toupin April, Jacinthe Bisaillon, Vivian Welch, Lara J Maxwell, Peter Jüni, Anne WS Rutjes, M Elaine Husni, Jennifer Vincent, Tania El Hindi, George A Wells, Peter Tugwell | 27 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013340/full | Rheumatology | Mixed exercise training for adults with fibromyalgia | Julia Bidonde, Angela J Busch, Candice L Schachter, Sandra C Webber, Kristin E Musselman, Tom J Overend, Suelen M Góes, Vanina Dal Bello‐Haas, Catherine Boden | 24 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010455.pub3/full | Rheumatology | Down‐titration and discontinuation strategies of tumour necrosis factor–blocking agents for rheumatoid arthritis in patients with low disease activity | Lise M Verhoef, Bart JF van den Bemt, Aatke van der Maas, Johanna E Vriezekolk, Marlies E Hulscher, Frank HJ van den Hoogen, Wilco CH Jacobs, Noortje van Herwaarden, Alfons A den Broeder | 24 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013273/full | Rheumatology | Paracetamol versus placebo for knee and hip osteoarthritis | Amanda O Leopoldino, Gustavo C Machado, Paulo H Ferreira, Marina B Pinheiro, Richard Day, Andrew J McLachlan, David J Hunter, Manuela L Ferreira | 25 February 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011101.pub2/full | Rheumatology | Interventions to reduce shoulder pain following gynaecological laparoscopic procedures | Philip Kaloo, Sarah Armstrong, Claire Kaloo, Vanessa Jordan | 30 January 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012722.pub2/full | Rheumatology | Methotrexate for psoriatic arthritis | Tom D Wilsdon, Samuel L Whittle, Tilenka RJ Thynne, Arduino A Mangoni | 18 January 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005619.pub3/full | Rheumatology | Subacromial decompression surgery for rotator cuff disease | Teemu V Karjalainen, Nitin B Jain, Cristina M Page, Tuomas A Lähdeoja, Renea V Johnston, Paul Salamh, Lauri Kavaja, Clare L Ardern, Arnav Agarwal, Per O Vandvik, Rachelle Buchbinder | 17 January 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012125.pub2/full | Rheumatology | Corticosteroids for septic arthritis in children | Mario F Delgado‐Noguera, Jessica M Forero Delgadillo, Alexis A Franco, Juan C Vazquez, Jose Andres Calvache | 21 November 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006349.pub4/full | Rheumatology | Percutaneous vertebroplasty for osteoporotic vertebral compression fracture | Rachelle Buchbinder, Renea V Johnston, Kobi J Rischin, Joanne Homik, C Allyson Jones, Kamran Golmohammadi, David F Kallmes | 6 November 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub3/full | Rheumatology | Phosphate binders for preventing and treating chronic kidney disease‐mineral and bone disorder (CKD‐MBD) | Marinella Ruospo, Suetonia C Palmer, Patrizia Natale, Jonathan C Craig, Mariacristina Vecchio, Grahame J Elder, Giovanni FM Strippoli | 22 August 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003832.pub3/full | Rheumatology | Exercise for rheumatoid arthritis of the hand | Mark A Williams, Cynthia Srikesavan, Peter J Heine, Julie Bruce, Lucie Brosseau, Nicolette Hoxey‐Thomas, Sarah E Lamb | 31 July 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003412.pub3/full | Skin disorders | Interventions for basal cell carcinoma of the skin | Jason Thomson, Sarah Hogan, Jo Leonardi-Bee, Hywel C Williams, Fiona J Bath-Hextall | 17 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013206.pub2/full | Skin disorders | Systemic treatments for eczema: a network meta‐analysis | Ratree Sawangjit, Piyameth Dilokthornsakul, Antonia Lloyd-Lavery, Nai Ming Lai, Robert Dellavalle, Nathorn Chaiyakunapruk | 14 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012826.pub2/full | Skin disorders | Hydrosurgical debridement versus conventional surgical debridement for acute partial‐thickness burns | Justin CR Wormald, Ryckie G Wade, Jonathan A Dunne, Declan P Collins, Abhilash Jain | 3 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004834.pub3/full | Skin disorders | Interventions for American cutaneous and mucocutaneous leishmaniasis | Mariona Pinart, José-Ramón Rueda, Gustavo AS Romero, Carlos Eduardo Pinzón-Flórez, Karime Osorio-Arango, Ana Nilce Silveira Maia-Elkhoury, Ludovic Reveiz, Vanessa M Elias, John A Tweed | 27 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002845.pub3/full | Skin disorders | Oral versus intra‐vaginal imidazole and triazole anti‐fungal treatment of uncomplicated vulvovaginal candidiasis (thrush) | Hayley J Denison, Julia Worswick, Christine M Bond, Jeremy M Grimshaw, Alain Mayhew, Shakila Gnani Ramadoss, Clare Robertson, Mary Ellen Schaafsma, Margaret C Watson | 24 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008058.pub3/full | Skin disorders | Topical treatment for facial burns | Cornelis J Hoogewerf, M Jenda Hop, Marianne K Nieuwenhuis, Irma MMH Oen, Esther Middelkoop, Margriet E Van Baar | 29 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011378.pub2/full | Skin disorders | Nutritional interventions for treating foot ulcers in people with diabetes | Zena EH Moore, Meave A Corcoran, Declan Patton | 17 July 2020

